,timestamp,axis1,axis2,axis3,Activity
160,1/22/2018 18:40,2417,907,1950,Running
161,1/22/2018 18:41,2363,1748,2688,Running
162,1/22/2018 18:42,1613,976,1547,Running
163,1/22/2018 18:43,924,1471,1240,Walking
164,1/22/2018 18:44,43,359,464,Walking
165,1/22/2018 18:45,3,40,147,Walking
166,1/22/2018 18:46,142,504,444,Walking
167,1/22/2018 18:47,254,890,577,Walking
168,1/22/2018 18:48,71,518,592,Walking
169,1/22/2018 18:49,0,0,0,Sitting
170,1/22/2018 18:50,44,67,161,Walking
171,1/22/2018 18:51,146,430,821,Walking
172,1/22/2018 18:52,243,689,976,Walking
173,1/22/2018 18:53,75,412,680,Walking
174,1/22/2018 18:54,123,339,484,Walking
175,1/22/2018 18:55,22,207,266,Walking
176,1/22/2018 18:56,48,248,458,Walking
177,1/22/2018 18:57,36,98,85,Walking
178,1/22/2018 18:58,410,734,632,Walking
179,1/22/2018 18:59,212,281,1110,Walking
180,1/22/2018 19:00,490,910,1284,Walking
181,1/22/2018 19:01,374,840,885,Walking
182,1/22/2018 19:02,122,461,306,Walking
183,1/22/2018 19:03,537,779,691,Walking
184,1/22/2018 19:04,921,1945,1350,Walking
185,1/22/2018 19:05,290,526,275,Walking
186,1/22/2018 19:06,0,0,0,Sitting
187,1/22/2018 19:07,0,0,0,Sitting
188,1/22/2018 19:08,0,0,0,Sitting
189,1/22/2018 19:09,776,892,846,Walking
190,1/22/2018 19:10,148,236,327,Walking
191,1/22/2018 19:11,906,1903,1250,Walking
192,1/22/2018 19:12,191,194,628,Walking
193,1/22/2018 19:13,0,0,0,Sitting
194,1/22/2018 19:14,0,0,0,Sitting
195,1/22/2018 19:15,0,0,0,Sitting
196,1/22/2018 19:16,0,0,0,Sitting
197,1/22/2018 19:17,0,0,0,Sitting
198,1/22/2018 19:18,0,0,0,Sitting
199,1/22/2018 19:19,0,0,0,Sitting
200,1/22/2018 19:20,0,0,0,Sitting
201,1/22/2018 19:21,0,0,0,Sitting
202,1/22/2018 19:22,0,0,0,Sitting
203,1/22/2018 19:23,0,0,0,Sitting
204,1/22/2018 19:24,0,0,0,Sitting
205,1/22/2018 19:25,0,0,0,Sitting
206,1/22/2018 19:26,0,0,0,Sitting
207,1/22/2018 19:27,0,0,0,Sitting
208,1/22/2018 19:28,0,0,0,Sitting
209,1/22/2018 19:29,0,0,0,Sitting
210,1/22/2018 19:30,0,0,0,Sitting
211,1/22/2018 19:31,0,0,0,Sitting
212,1/22/2018 19:32,331,965,971,Walking
213,1/22/2018 19:33,23,157,311,Walking
214,1/22/2018 19:34,67,247,296,Walking
215,1/22/2018 19:35,183,662,578,Walking
216,1/22/2018 19:36,23,36,93,Walking
217,1/22/2018 19:37,183,590,548,Walking
218,1/22/2018 19:38,101,294,324,Walking
219,1/22/2018 19:39,9,272,79,Walking
220,1/22/2018 19:40,32,230,458,Walking
221,1/22/2018 19:41,0,0,0,Sitting
222,1/22/2018 19:42,266,602,466,Walking
223,1/22/2018 19:43,234,601,456,Walking
224,1/22/2018 19:44,263,501,459,Walking
225,1/22/2018 19:45,577,1213,873,Walking
226,1/22/2018 19:46,538,615,686,Walking
227,1/22/2018 19:47,424,894,642,Walking
228,1/22/2018 19:48,636,1122,1049,Walking
229,1/22/2018 19:49,1068,1878,1308,Running
230,1/22/2018 19:50,199,338,96,Walking
231,1/22/2018 21:51,207,398,360,Walking
232,1/22/2018 21:52,344,738,793,Walking
233,1/22/2018 21:53,1055,1813,1686,Running
234,1/22/2018 21:54,1446,2000,1522,Running
235,1/22/2018 21:55,44,138,80,Walking
236,1/22/2018 21:56,471,1172,1048,Walking
237,1/22/2018 21:57,254,636,611,Walking
238,1/22/2018 21:58,638,1229,1196,Walking
239,1/22/2018 21:59,399,204,263,Walking
240,1/22/2018 22:00,1176,1608,1071,Running
241,1/22/2018 22:01,1233,1822,1925,Running
242,1/22/2018 22:02,657,1144,666,Walking
243,1/22/2018 22:03,354,890,871,Walking
244,1/22/2018 22:04,528,1363,1236,Walking
245,1/22/2018 22:05,584,1300,1104,Walking
246,1/22/2018 22:06,109,226,239,Walking
247,1/22/2018 22:07,0,21,0,Sitting
248,1/22/2018 22:08,0,4,0,Sitting
249,1/22/2018 22:09,0,41,0,Sitting
250,1/22/2018 22:10,0,42,0,Sitting
251,1/22/2018 22:11,0,0,0,Sitting
252,1/22/2018 22:12,0,7,0,Sitting
253,1/22/2018 22:13,0,60,102,Walking
254,1/22/2018 22:14,71,115,0,Walking
255,1/22/2018 22:15,0,68,52,Walking
256,1/22/2018 22:16,0,39,0,Sitting
257,1/22/2018 22:17,0,84,21,Walking
258,1/22/2018 22:18,0,38,0,Sitting
259,1/22/2018 22:19,0,106,125,Walking
260,1/22/2018 22:20,0,0,0,Sitting
261,1/22/2018 22:21,0,49,58,Walking
262,1/22/2018 22:22,0,100,0,Walking
263,1/22/2018 22:23,0,101,0,Walking
264,1/22/2018 22:24,0,44,6,Sitting
265,1/22/2018 22:25,0,32,2,Sitting
266,1/22/2018 22:26,28,109,139,Walking
267,1/22/2018 22:27,0,0,0,Sitting
268,1/22/2018 22:28,0,5,0,Sitting
269,1/22/2018 22:29,0,0,14,Sitting
270,1/22/2018 22:30,0,6,42,Sitting
271,1/22/2018 22:31,0,6,0,Sitting
272,1/22/2018 22:32,0,0,0,Sitting
273,1/22/2018 22:33,3,153,15,Walking
274,1/22/2018 22:34,0,10,0,Sitting
275,1/22/2018 22:35,0,0,0,Sitting
276,1/22/2018 22:36,0,1,0,Sitting
277,1/22/2018 22:37,0,0,0,Sitting
278,1/22/2018 22:38,0,0,0,Sitting
279,1/22/2018 22:39,2,36,8,Sitting
280,1/22/2018 22:40,0,119,17,Walking
281,1/22/2018 22:41,0,40,0,Sitting
282,1/22/2018 22:42,0,199,3,Walking
283,1/22/2018 22:43,0,86,9,Walking
284,1/22/2018 22:44,0,0,0,Sitting
285,1/22/2018 22:45,0,42,0,Sitting
286,1/22/2018 22:46,0,3,0,Sitting
287,1/22/2018 22:47,0,0,0,Sitting
288,1/22/2018 22:48,88,65,127,Walking
289,1/22/2018 22:49,0,0,0,Sitting
290,1/22/2018 22:50,65,118,70,Walking
291,1/22/2018 22:51,0,3,0,Sitting
292,1/22/2018 22:52,0,0,0,Sitting
293,1/22/2018 22:53,0,67,0,Walking
294,1/22/2018 22:54,68,221,314,Walking
295,1/22/2018 22:55,919,1616,1447,Walking
296,1/22/2018 22:56,497,729,504,Walking
297,1/22/2018 22:57,0,0,0,Sitting
298,1/22/2018 22:58,5,172,24,Walking
299,1/22/2018 22:59,0,0,0,Sitting
300,1/22/2018 23:00,0,42,5,Sitting
301,1/22/2018 23:01,0,0,0,Sitting
302,1/22/2018 23:02,0,0,0,Sitting
303,1/22/2018 23:03,0,22,0,Sitting
304,1/22/2018 23:04,0,6,0,Sitting
305,1/22/2018 23:05,0,0,0,Sitting
306,1/22/2018 23:06,0,0,0,Sitting
307,1/22/2018 23:07,281,137,140,Walking
308,1/22/2018 23:08,0,21,0,Sitting
309,1/22/2018 23:09,5,149,16,Walking
310,1/22/2018 23:10,0,21,0,Sitting
311,1/22/2018 23:11,0,27,5,Sitting
312,1/22/2018 23:12,0,192,0,Walking
313,1/22/2018 23:13,0,14,0,Sitting
314,1/22/2018 23:14,172,128,161,Walking
315,1/22/2018 23:15,0,8,30,Sitting
316,1/22/2018 23:16,0,0,0,Sitting
317,1/22/2018 23:17,0,0,0,Sitting
318,1/22/2018 23:18,0,3,0,Sitting
319,1/22/2018 23:19,0,9,14,Sitting
320,1/22/2018 23:20,0,0,0,Sitting
321,1/22/2018 23:21,0,0,0,Sitting
322,1/22/2018 23:22,0,0,0,Sitting
323,1/22/2018 23:23,0,0,0,Sitting
324,1/22/2018 23:24,0,0,0,Sitting
325,1/22/2018 23:25,0,0,0,Sitting
326,1/22/2018 23:26,0,0,13,Sitting
327,1/22/2018 23:27,0,0,0,Sitting
328,1/22/2018 23:28,0,0,0,Sitting
329,1/22/2018 23:29,0,0,0,Sitting
330,1/22/2018 23:30,0,0,0,Sitting
331,1/22/2018 23:31,0,0,0,Sitting
332,1/22/2018 23:32,0,0,0,Sitting
333,1/22/2018 23:33,0,0,0,Sitting
334,1/22/2018 23:34,0,0,0,Sitting
335,1/22/2018 23:35,0,0,0,Sitting
336,1/22/2018 23:36,38,129,94,Walking
337,1/22/2018 23:37,42,79,45,Walking
338,1/22/2018 23:38,87,35,154,Walking
339,1/22/2018 23:39,0,99,0,Walking
340,1/22/2018 23:40,0,0,0,Sitting
341,1/22/2018 23:41,0,8,0,Sitting
342,1/22/2018 23:42,0,18,0,Sitting
343,1/22/2018 23:43,0,6,0,Sitting
344,1/22/2018 23:44,0,0,0,Sitting
345,1/22/2018 23:45,0,0,0,Sitting
346,1/22/2018 23:46,0,68,0,Walking
347,1/22/2018 23:47,0,0,0,Sitting
348,1/22/2018 23:48,230,297,305,Walking
349,1/22/2018 23:49,160,519,334,Walking
350,1/22/2018 23:50,60,151,167,Walking
351,1/22/2018 23:51,80,318,415,Walking
352,1/22/2018 23:52,24,0,43,Sitting
353,1/22/2018 23:53,0,0,0,Sitting
354,1/22/2018 23:54,15,0,17,Sitting
355,1/22/2018 23:55,0,0,0,Sitting
356,1/22/2018 23:56,0,0,0,Sitting
357,1/22/2018 23:57,0,0,0,Sitting
358,1/22/2018 23:58,2,0,11,Sitting
359,1/22/2018 23:59,0,0,0,Sitting
360,1/23/2018 0:00,0,0,0,Sitting
361,1/23/2018 0:01,60,127,182,Walking
362,1/23/2018 0:02,0,0,0,Sitting
363,1/23/2018 0:03,0,23,30,Sitting
364,1/23/2018 0:04,0,0,0,Sitting
365,1/23/2018 0:05,0,0,0,Sitting
366,1/23/2018 0:06,0,0,0,Sitting
367,1/23/2018 0:07,0,0,0,Sitting
368,1/23/2018 0:08,0,29,0,Sitting
369,1/23/2018 0:09,0,0,0,Sitting
370,1/23/2018 0:10,0,0,0,Sitting
371,1/23/2018 0:11,0,2,0,Sitting
372,1/23/2018 0:12,0,19,0,Sitting
373,1/23/2018 0:13,0,0,0,Sitting
374,1/23/2018 0:14,0,0,0,Sitting
375,1/23/2018 0:15,0,145,9,Walking
376,1/23/2018 0:16,0,0,2,Sitting
377,1/23/2018 0:17,0,0,0,Sitting
378,1/23/2018 0:18,0,0,0,Sitting
379,1/23/2018 0:19,0,0,17,Sitting
380,1/23/2018 0:20,0,75,0,Walking
381,1/23/2018 0:21,0,0,0,Sitting
382,1/23/2018 0:22,0,10,30,Sitting
383,1/23/2018 0:23,0,68,0,Walking
384,1/23/2018 0:24,0,21,0,Sitting
385,1/23/2018 0:25,0,0,0,Sitting
386,1/23/2018 0:26,265,704,589,Walking
387,1/23/2018 0:27,31,102,72,Walking
388,1/23/2018 0:28,0,5,0,Sitting
389,1/23/2018 0:29,0,0,0,Sitting
390,1/23/2018 0:30,0,0,0,Sitting
391,1/23/2018 0:31,125,452,327,Walking
392,1/23/2018 0:32,731,1106,987,Walking
393,1/23/2018 0:33,614,1621,1413,Walking
394,1/23/2018 0:34,45,309,105,Walking
395,1/23/2018 0:35,113,395,296,Walking
396,1/23/2018 0:36,207,1048,506,Walking
397,1/23/2018 0:37,846,1404,987,Walking
398,1/23/2018 0:38,587,520,543,Walking
399,1/23/2018 0:39,1422,1962,2205,Running
400,1/23/2018 0:40,28,8,0,Sitting
401,1/23/2018 0:41,18,0,0,Sitting
402,1/23/2018 0:42,2051,1801,2018,Running
403,1/23/2018 7:22,333,669,581,Walking
404,1/23/2018 7:23,370,1109,624,Walking
405,1/23/2018 7:24,41,313,641,Walking
406,1/23/2018 7:25,0,0,0,Sitting
407,1/23/2018 7:26,0,0,0,Sitting
408,1/23/2018 7:27,59,0,89,Walking
409,1/23/2018 7:28,4,0,13,Sitting
410,1/23/2018 7:29,0,0,0,Sitting
411,1/23/2018 7:30,6,0,9,Sitting
412,1/23/2018 7:31,8,23,43,Sitting
413,1/23/2018 7:32,0,0,0,Sitting
414,1/23/2018 7:33,0,0,0,Sitting
415,1/23/2018 7:34,94,60,161,Walking
416,1/23/2018 7:35,460,1438,1025,Walking
417,1/23/2018 7:36,319,786,491,Walking
418,1/23/2018 7:37,209,688,1144,Walking
419,1/23/2018 7:38,610,1350,1215,Walking
420,1/23/2018 7:39,431,996,830,Walking
421,1/23/2018 7:40,262,675,614,Walking
422,1/23/2018 7:41,310,706,711,Walking
423,1/23/2018 7:42,405,652,542,Walking
424,1/23/2018 7:43,604,847,940,Walking
425,1/23/2018 7:44,1599,1934,1366,Running
426,1/23/2018 7:45,2546,2661,931,Running
427,1/23/2018 7:46,2723,3198,1217,Running
428,1/23/2018 7:47,3266,3112,999,Running
429,1/23/2018 7:48,3333,2924,993,Running
430,1/23/2018 7:49,3458,2787,942,Running
431,1/23/2018 7:50,3159,2761,1031,Running
432,1/23/2018 7:51,3121,2715,930,Running
433,1/23/2018 7:52,3176,3064,1033,Running
434,1/23/2018 7:53,2881,2655,994,Running
435,1/23/2018 7:54,2740,2417,1230,Running
436,1/23/2018 7:55,3035,2572,1348,Running
437,1/23/2018 7:56,3466,2760,1252,Running
438,1/23/2018 7:57,2491,1675,799,Running
439,1/23/2018 7:58,1960,1779,873,Running
440,1/23/2018 7:59,3445,2508,1225,Running
441,1/23/2018 8:00,3539,2716,1219,Running
442,1/23/2018 8:01,3862,2740,1365,Running
443,1/23/2018 8:02,3226,2720,1210,Running
444,1/23/2018 8:03,3685,3091,1458,Running
445,1/23/2018 8:04,3808,3227,1452,Running
446,1/23/2018 8:05,3354,2672,1246,Running
447,1/23/2018 8:06,3364,2594,1304,Running
448,1/23/2018 8:07,3377,3202,1406,Running
449,1/23/2018 8:08,4084,2404,1252,Running
450,1/23/2018 8:09,1656,1388,657,Running
451,1/23/2018 8:10,90,105,62,Walking
452,1/23/2018 8:11,8,97,42,Walking
453,1/23/2018 8:12,7,158,25,Walking
454,1/23/2018 8:13,27,26,23,Sitting
455,1/23/2018 8:14,59,202,97,Walking
456,1/23/2018 8:15,701,1353,639,Walking
457,1/23/2018 8:16,2270,2465,1393,Running
458,1/23/2018 8:17,3972,2538,1275,Running
459,1/23/2018 8:18,3641,2095,1229,Running
460,1/23/2018 8:19,4133,2364,1386,Running
461,1/23/2018 8:20,2668,1947,1003,Running
462,1/23/2018 8:21,3592,2380,1244,Running
463,1/23/2018 8:22,4103,2366,1370,Running
464,1/23/2018 8:23,4557,2689,1569,Running
465,1/23/2018 8:24,2549,2240,971,Running
466,1/23/2018 8:25,88,264,333,Walking
467,1/23/2018 8:26,1064,1247,487,Running
468,1/23/2018 8:27,809,1377,715,Walking
469,1/23/2018 8:28,807,1110,632,Walking
470,1/23/2018 8:29,431,883,384,Walking
471,1/23/2018 8:30,85,454,391,Walking
472,1/23/2018 8:31,204,509,147,Walking
473,1/23/2018 8:32,114,468,186,Walking
474,1/23/2018 8:33,206,274,309,Walking
475,1/23/2018 8:34,241,487,524,Walking
476,1/23/2018 8:35,259,574,516,Walking
477,1/23/2018 8:36,424,642,620,Walking
478,1/23/2018 8:37,505,884,414,Walking
479,1/23/2018 8:38,395,647,413,Walking
480,1/23/2018 8:39,729,1148,726,Walking
481,1/23/2018 8:40,0,0,0,Sitting
482,1/23/2018 8:41,0,0,0,Sitting
483,1/23/2018 8:42,0,0,0,Sitting
484,1/23/2018 8:43,0,0,0,Sitting
485,1/23/2018 8:44,0,0,0,Sitting
486,1/23/2018 8:45,0,0,0,Sitting
487,1/23/2018 8:46,0,73,0,Walking
488,1/23/2018 8:47,0,0,0,Sitting
489,1/23/2018 8:48,0,0,0,Sitting
490,1/23/2018 8:49,0,0,0,Sitting
491,1/23/2018 8:50,0,0,0,Sitting
492,1/23/2018 8:51,0,16,0,Sitting
493,1/23/2018 8:52,0,0,0,Sitting
494,1/23/2018 8:53,0,0,0,Sitting
495,1/23/2018 8:54,0,0,0,Sitting
496,1/23/2018 8:55,0,32,0,Sitting
497,1/23/2018 8:56,0,0,0,Sitting
498,1/23/2018 8:57,0,0,0,Sitting
499,1/23/2018 8:58,0,0,0,Sitting
500,1/23/2018 8:59,0,0,0,Sitting
501,1/23/2018 9:00,0,0,0,Sitting
502,1/23/2018 9:01,0,0,0,Sitting
503,1/23/2018 9:02,0,50,7,Walking
504,1/23/2018 9:03,0,0,0,Sitting
505,1/23/2018 9:04,0,0,0,Sitting
506,1/23/2018 9:05,182,465,153,Walking
507,1/23/2018 9:06,1808,2872,1892,Running
508,1/23/2018 9:07,989,1791,1367,Walking
509,1/23/2018 9:08,977,1685,864,Walking
510,1/23/2018 9:09,116,402,105,Walking
511,1/23/2018 9:10,44,194,22,Walking
512,1/23/2018 9:11,0,0,0,Sitting
513,1/23/2018 9:12,1,92,0,Walking
514,1/23/2018 9:13,298,587,456,Walking
515,1/23/2018 9:14,450,473,368,Walking
516,1/23/2018 9:15,0,40,0,Sitting
517,1/23/2018 9:16,121,1008,267,Walking
518,1/23/2018 9:17,233,770,502,Walking
519,1/23/2018 9:18,225,434,256,Walking
520,1/23/2018 9:19,157,782,417,Walking
521,1/23/2018 9:20,303,1345,957,Walking
522,1/23/2018 9:21,125,392,219,Walking
523,1/23/2018 9:22,1,85,117,Walking
524,1/23/2018 9:23,10,84,114,Walking
525,1/23/2018 9:24,0,142,274,Walking
526,1/23/2018 9:25,239,418,228,Walking
527,1/23/2018 9:26,132,260,124,Walking
528,1/23/2018 9:27,0,84,196,Walking
529,1/23/2018 9:28,203,352,162,Walking
530,1/23/2018 9:29,316,945,522,Walking
531,1/23/2018 9:30,216,568,398,Walking
532,1/23/2018 9:31,204,477,206,Walking
533,1/23/2018 9:32,71,248,407,Walking
534,1/23/2018 9:33,2,102,21,Walking
535,1/23/2018 9:34,361,758,427,Walking
536,1/23/2018 9:35,14,173,214,Walking
537,1/23/2018 9:36,37,421,285,Walking
538,1/23/2018 9:37,489,974,788,Walking
539,1/23/2018 9:38,0,54,124,Walking
540,1/23/2018 9:39,211,720,443,Walking
541,1/23/2018 9:40,0,35,21,Sitting
542,1/23/2018 9:41,36,301,412,Walking
543,1/23/2018 9:42,0,59,43,Walking
544,1/23/2018 9:43,153,535,651,Walking
545,1/23/2018 9:44,365,716,408,Walking
546,1/23/2018 9:45,191,423,419,Walking
547,1/23/2018 9:46,1,120,137,Walking
548,1/23/2018 9:47,10,405,268,Walking
549,1/23/2018 9:48,0,316,156,Walking
550,1/23/2018 9:49,7,599,233,Walking
551,1/23/2018 9:50,447,1032,465,Walking
552,1/23/2018 9:51,1339,942,788,Running
553,1/23/2018 9:52,47,119,174,Walking
554,1/23/2018 9:53,349,426,649,Walking
555,1/23/2018 9:54,12,33,137,Walking
556,1/23/2018 9:55,640,1008,667,Walking
557,1/23/2018 9:56,635,1118,582,Walking
558,1/23/2018 9:57,250,628,457,Walking
559,1/23/2018 9:58,293,981,682,Walking
560,1/23/2018 9:59,500,1821,1037,Walking
561,1/23/2018 10:00,1280,2190,1692,Running
562,1/23/2018 10:01,437,1198,642,Walking
563,1/23/2018 10:02,133,738,226,Walking
564,1/23/2018 10:03,475,1808,754,Walking
565,1/23/2018 10:04,367,1208,854,Walking
566,1/23/2018 10:05,960,1136,789,Walking
567,1/23/2018 10:06,947,1309,1232,Walking
568,1/23/2018 10:07,458,667,316,Walking
569,1/23/2018 10:08,0,15,14,Sitting
570,1/23/2018 10:09,18,152,95,Walking
571,1/23/2018 10:10,41,0,0,Sitting
572,1/23/2018 10:11,0,88,5,Walking
573,1/23/2018 10:12,92,52,44,Walking
574,1/23/2018 10:13,3,16,0,Sitting
575,1/23/2018 10:14,83,93,59,Walking
576,1/23/2018 10:15,1,116,77,Walking
577,1/23/2018 10:16,52,0,555,Walking
578,1/23/2018 10:17,69,347,138,Walking
579,1/23/2018 10:18,10,7,110,Walking
580,1/23/2018 10:19,19,145,51,Walking
581,1/23/2018 10:20,148,255,325,Walking
582,1/23/2018 10:21,1408,1551,641,Running
583,1/23/2018 10:22,184,475,181,Walking
584,1/23/2018 10:23,124,154,621,Walking
585,1/23/2018 10:24,0,22,14,Sitting
