,timestamp,axis1,axis2,axis3,Activity
142,1/19/2018 12:25,110,618,462,Walking
143,1/19/2018 12:26,87,852,492,Walking
144,1/19/2018 12:27,65,747,438,Walking
145,1/19/2018 12:28,64,627,464,Walking
146,1/19/2018 12:29,79,598,411,Walking
147,1/19/2018 12:30,0,0,0,Sitting
148,1/19/2018 12:31,93,897,415,Walking
149,1/19/2018 12:32,28,523,267,Walking
150,1/19/2018 12:33,26,527,374,Walking
151,1/19/2018 12:34,42,377,224,Walking
152,1/19/2018 12:35,34,507,245,Walking
153,1/19/2018 12:36,153,1133,710,Walking
154,1/19/2018 12:37,73,926,377,Walking
155,1/19/2018 12:38,41,828,470,Walking
156,1/19/2018 12:39,125,1167,712,Walking
157,1/19/2018 12:40,36,505,339,Walking
158,1/19/2018 12:41,46,424,368,Walking
159,1/19/2018 12:42,246,1081,564,Walking
160,1/19/2018 12:43,5,144,163,Walking
161,1/19/2018 12:44,154,924,578,Walking
162,1/19/2018 12:45,150,611,407,Walking
163,1/19/2018 12:46,159,1119,509,Walking
164,1/19/2018 12:47,185,732,582,Walking
165,1/19/2018 12:48,105,614,434,Walking
166,1/19/2018 12:49,223,933,571,Walking
167,1/19/2018 12:50,201,1208,584,Walking
168,1/19/2018 12:51,304,1078,850,Walking
169,1/19/2018 12:52,198,1183,479,Walking
170,1/19/2018 12:53,102,957,399,Walking
171,1/19/2018 12:54,212,854,403,Walking
172,1/19/2018 12:55,244,1580,732,Walking
173,1/19/2018 12:56,582,1603,959,Walking
174,1/19/2018 12:57,162,860,891,Walking
175,1/19/2018 12:58,163,1038,760,Walking
176,1/19/2018 12:59,232,1081,769,Walking
177,1/19/2018 13:00,277,927,684,Walking
178,1/19/2018 13:01,110,677,318,Walking
179,1/19/2018 13:02,463,1262,690,Walking
180,1/19/2018 13:03,146,1095,334,Walking
181,1/19/2018 13:04,203,774,437,Walking
182,1/19/2018 13:05,96,927,450,Walking
183,1/19/2018 13:06,264,868,500,Walking
184,1/19/2018 13:07,81,901,407,Walking
185,1/19/2018 13:08,230,1094,593,Walking
186,1/19/2018 13:09,167,681,320,Walking
187,1/19/2018 13:10,35,435,232,Walking
188,1/19/2018 13:11,196,1224,667,Walking
189,1/19/2018 13:12,139,919,331,Walking
190,1/19/2018 13:13,209,1094,478,Walking
191,1/19/2018 13:14,226,925,364,Walking
192,1/19/2018 13:15,68,1039,266,Walking
193,1/19/2018 13:16,107,907,561,Walking
194,1/19/2018 13:17,279,1237,567,Walking
195,1/19/2018 13:18,187,804,508,Walking
196,1/19/2018 13:19,243,733,464,Walking
197,1/19/2018 13:20,7,396,151,Walking
198,1/19/2018 13:21,149,1173,458,Walking
199,1/19/2018 13:22,123,1282,360,Walking
200,1/19/2018 13:23,81,1075,342,Walking
201,1/19/2018 13:24,123,1041,504,Walking
202,1/19/2018 13:25,94,524,123,Walking
203,1/19/2018 13:26,122,928,323,Walking
204,1/19/2018 13:27,48,507,234,Walking
205,1/19/2018 13:28,273,1299,588,Walking
206,1/19/2018 13:29,107,515,315,Walking
207,1/19/2018 13:30,54,215,98,Walking
208,1/19/2018 13:31,27,381,342,Walking
209,1/19/2018 13:32,4,474,144,Walking
210,1/19/2018 13:33,18,78,95,Walking
211,1/19/2018 13:34,66,283,257,Walking
212,1/19/2018 13:35,79,346,276,Walking
213,1/19/2018 13:36,62,299,61,Walking
214,1/19/2018 13:37,0,57,19,Sitting
215,1/19/2018 13:38,0,0,7,Sitting
216,1/19/2018 13:39,0,0,0,Sitting
217,1/19/2018 13:40,0,0,0,Sitting
218,1/19/2018 13:41,0,5,0,Sitting
219,1/19/2018 13:42,0,0,37,Sitting
220,1/19/2018 13:43,1,4,12,Sitting
221,1/19/2018 13:44,13,53,42,Sitting
222,1/19/2018 13:45,0,0,0,Sitting
223,1/19/2018 13:46,31,112,24,Walking
224,1/19/2018 13:47,32,636,457,Walking
225,1/19/2018 13:48,298,1142,524,Walking
226,1/19/2018 13:49,2537,1472,767,Walking
227,1/19/2018 13:50,3459,2291,933,Walking
228,1/19/2018 13:51,4899,2990,837,Walking
229,1/19/2018 13:52,4464,2798,1009,Walking
230,1/19/2018 13:53,1422,1580,885,Walking
231,1/19/2018 13:54,827,1035,660,Riding Bike
232,1/19/2018 13:55,188,988,579,Riding Bike
233,1/19/2018 13:56,1258,1483,766,Riding Bike
234,1/19/2018 13:57,278,252,128,Riding Bike
235,1/19/2018 13:58,69,41,20,Riding Bike
236,1/19/2018 13:59,118,14,16,Riding Bike
237,1/19/2018 14:00,705,228,121,Riding Bike
238,1/19/2018 14:01,190,277,154,Riding Bike
239,1/19/2018 14:02,881,584,299,Riding Bike
240,1/19/2018 14:03,817,492,228,Riding Bike
241,1/19/2018 14:04,1860,551,405,Riding Bike
242,1/19/2018 14:05,155,451,598,Riding Bike
243,1/19/2018 14:06,1151,1619,698,Riding Bike
244,1/19/2018 14:07,1214,1643,1994,Running
245,1/19/2018 14:08,813,847,958,Riding Bike
246,1/19/2018 14:09,483,192,480,Walking
247,1/19/2018 14:10,32,118,102,Walking
248,1/19/2018 14:11,106,74,123,Walking
249,1/19/2018 14:12,0,12,33,Walking
250,1/19/2018 14:13,283,111,293,Walking
251,1/19/2018 14:14,58,138,301,Walking
252,1/19/2018 14:15,212,358,340,Walking
253,1/19/2018 14:16,28,194,135,Walking
254,1/19/2018 14:17,773,1143,1024,Walking
255,1/19/2018 14:18,386,740,763,Walking
256,1/19/2018 14:19,1193,1315,1591,Walking
257,1/19/2018 14:20,458,395,724,Walking
258,1/19/2018 14:21,624,462,971,Walking
259,1/19/2018 14:22,1443,1630,1440,Walking
260,1/19/2018 14:23,3569,2193,1342,Walking
261,1/19/2018 14:24,2952,1964,1316,Walking
262,1/19/2018 14:25,1964,1620,1634,Running
263,1/19/2018 14:26,996,696,778,Walking
264,1/19/2018 14:27,249,555,735,Walking
265,1/19/2018 14:28,1323,1166,1024,Walking
266,1/19/2018 14:29,135,301,483,Walking
267,1/19/2018 14:30,1140,840,1124,Walking
268,1/19/2018 14:31,1451,1282,1178,Walking
269,1/19/2018 14:32,953,931,1017,Walking
270,1/19/2018 14:33,529,750,701,Walking
271,1/19/2018 14:34,1165,1398,1586,Walking
272,1/19/2018 14:35,1604,1618,1435,Walking
273,1/19/2018 14:36,1975,1726,1917,Running
274,1/19/2018 14:37,1801,1931,1905,Running
275,1/19/2018 14:38,2580,2182,1756,Running
276,1/19/2018 14:39,884,956,811,Walking
277,1/19/2018 14:40,1250,1643,1488,Walking
278,1/19/2018 14:41,1736,2344,1411,Walking
279,1/19/2018 14:42,2670,2578,1825,Running
280,1/19/2018 14:43,1910,2082,998,Walking
281,1/19/2018 14:44,3029,2189,1426,Walking
282,1/19/2018 14:45,1873,1427,1174,Walking
283,1/19/2018 14:46,2741,2156,1428,Walking
284,1/19/2018 14:47,872,1216,981,Walking
285,1/19/2018 14:48,413,910,838,Walking
286,1/19/2018 14:49,1383,1497,1069,Walking
287,1/19/2018 14:50,2043,1654,1261,Walking
288,1/19/2018 14:51,1742,1920,1953,Running
289,1/19/2018 14:52,978,1541,1807,Walking
290,1/19/2018 14:53,1742,1717,1706,Running
291,1/19/2018 14:54,993,1208,1296,Walking
292,1/19/2018 14:55,30,620,600,Walking
293,1/19/2018 14:56,1,117,201,Walking
294,1/19/2018 14:57,376,1170,1260,Walking
295,1/19/2018 14:58,478,1050,1111,Walking
296,1/19/2018 14:59,45,194,380,Walking
297,1/19/2018 15:00,6,72,183,Walking
298,1/19/2018 15:01,37,141,315,Walking
299,1/19/2018 15:02,0,40,99,Walking
300,1/19/2018 15:03,104,511,418,Walking
301,1/19/2018 15:04,66,263,242,Walking
302,1/19/2018 15:05,522,589,892,Walking
303,1/19/2018 15:06,645,1346,1170,Walking
304,1/19/2018 15:07,1139,719,655,Walking
305,1/19/2018 15:08,59,61,9,Walking
306,1/19/2018 15:09,187,239,180,Walking
307,1/19/2018 15:10,1364,1420,1038,Walking
308,1/19/2018 15:11,7,120,261,Walking
309,1/19/2018 15:12,15,103,94,Walking
310,1/19/2018 15:13,166,761,744,Walking
311,1/19/2018 15:14,760,1302,1443,Walking
312,1/19/2018 15:15,898,1147,1210,Walking
313,1/19/2018 15:16,32,122,207,Walking
314,1/19/2018 15:17,90,190,357,Walking
315,1/19/2018 15:18,19,20,26,Walking
316,1/19/2018 15:19,98,356,352,Walking
317,1/19/2018 15:20,0,11,4,Walking
318,1/19/2018 15:21,273,665,497,Walking
319,1/19/2018 15:22,113,502,709,Walking
320,1/19/2018 15:23,89,312,428,Walking
321,1/19/2018 15:24,43,311,394,Walking
322,1/19/2018 15:25,1929,1973,1501,Walking
323,1/19/2018 15:26,209,547,676,Walking
324,1/19/2018 15:27,0,79,85,Walking
325,1/19/2018 15:28,143,257,473,Walking
326,1/19/2018 15:29,218,925,894,Walking
327,1/19/2018 15:30,1158,1426,1595,Walking
328,1/19/2018 15:31,665,879,859,Walking
329,1/19/2018 15:32,719,869,686,Walking
330,1/19/2018 15:33,497,287,399,Walking
331,1/19/2018 15:34,0,110,47,Sitting
332,1/19/2018 15:35,7,243,94,Sitting
333,1/19/2018 15:36,0,40,0,Sitting
334,1/19/2018 15:37,2586,911,1419,Walking
335,1/19/2018 15:38,2739,659,2131,Walking
336,1/19/2018 15:39,1415,513,941,Riding Bike
337,1/19/2018 15:40,956,184,420,Riding Bike
338,1/19/2018 15:41,2933,1127,1532,Riding Bike
339,1/19/2018 15:42,1140,239,536,Riding Bike
340,1/19/2018 15:43,1843,477,661,Riding Bike
341,1/19/2018 15:44,1426,1047,1093,Riding Bike
342,1/19/2018 15:45,491,919,773,Riding Bike
343,1/19/2018 15:46,779,1122,1409,Riding Bike
344,1/19/2018 15:47,452,498,783,Riding Bike
345,1/19/2018 15:48,1831,1546,1456,Riding Bike
346,1/19/2018 15:49,0,0,0,Sitting
347,1/19/2018 15:50,0,4,0,Sitting
348,1/19/2018 15:51,0,0,0,Sitting
349,1/19/2018 15:52,7,11,0,Sitting
350,1/19/2018 15:53,7,43,0,Sitting
351,1/19/2018 15:54,0,18,0,Sitting
352,1/19/2018 15:55,0,0,0,Sitting
353,1/19/2018 15:56,0,0,0,Sitting
354,1/19/2018 15:57,49,77,85,Sitting
355,1/19/2018 15:58,0,0,0,Sitting
356,1/19/2018 15:59,0,0,0,Sitting
357,1/19/2018 16:00,0,0,0,Sitting
358,1/19/2018 16:01,0,0,10,Sitting
359,1/19/2018 16:02,0,0,3,Sitting
360,1/19/2018 16:03,7,181,4,Sitting
361,1/19/2018 16:04,0,60,2,Sitting
362,1/19/2018 16:05,0,0,0,Sitting
363,1/19/2018 16:06,0,23,0,Sitting
364,1/19/2018 16:07,0,0,0,Sitting
365,1/19/2018 16:08,0,15,0,Sitting
366,1/19/2018 16:09,0,0,0,Sitting
367,1/19/2018 16:10,0,3,0,Sitting
368,1/19/2018 16:11,7,51,0,Sitting
369,1/19/2018 16:12,0,20,0,Sitting
370,1/19/2018 16:13,126,24,118,Walking
371,1/19/2018 16:14,36,44,64,Walking
372,1/19/2018 16:15,278,769,270,Walking
373,1/19/2018 16:16,1,100,0,Sitting
374,1/19/2018 16:17,0,0,0,Sitting
375,1/19/2018 16:18,0,46,70,Sitting
376,1/19/2018 16:19,0,0,0,Sitting
377,1/19/2018 16:20,14,0,2,Sitting
378,1/19/2018 16:21,0,0,0,Sitting
379,1/19/2018 16:22,0,0,0,Sitting
380,1/19/2018 16:23,0,0,0,Sitting
381,1/19/2018 16:24,0,0,0,Sitting
382,1/19/2018 16:25,61,166,50,Walking
383,1/19/2018 16:26,45,99,83,Walking
384,1/19/2018 16:27,208,420,261,Walking
385,1/19/2018 16:28,59,49,76,Walking
386,1/19/2018 16:29,123,307,59,Walking
387,1/19/2018 16:30,0,0,0,Sitting
388,1/19/2018 16:31,0,0,0,Sitting
389,1/19/2018 16:32,4,0,17,Sitting
390,1/19/2018 16:33,0,0,0,Sitting
391,1/19/2018 16:34,0,0,0,Sitting
392,1/19/2018 16:35,0,0,0,Sitting
393,1/19/2018 16:36,0,0,0,Sitting
394,1/19/2018 16:37,0,0,0,Sitting
395,1/19/2018 16:38,0,0,0,Sitting
396,1/19/2018 16:39,0,0,0,Sitting
397,1/19/2018 16:40,0,0,0,Sitting
398,1/19/2018 16:41,0,0,0,Sitting
399,1/19/2018 16:42,0,0,0,Sitting
400,1/19/2018 16:43,0,0,0,Sitting
401,1/19/2018 16:44,115,224,115,Sitting
402,1/19/2018 16:45,0,0,0,Sitting
403,1/19/2018 16:46,0,0,0,Sitting
404,1/19/2018 16:47,0,24,6,Sitting
405,1/19/2018 16:48,0,5,0,Sitting
406,1/19/2018 16:49,12,34,0,Sitting
407,1/19/2018 16:50,50,42,11,Sitting
408,1/19/2018 16:51,0,206,58,Sitting
409,1/19/2018 16:52,78,289,174,Sitting
410,1/19/2018 16:53,140,564,361,Sitting
411,1/19/2018 16:54,0,15,22,Sitting
412,1/19/2018 16:55,0,86,113,Sitting
413,1/19/2018 16:56,0,10,0,Sitting
414,1/19/2018 16:57,0,66,97,Sitting
415,1/19/2018 16:58,61,214,98,Sitting
416,1/19/2018 16:59,230,1201,470,Sitting
417,1/19/2018 17:00,135,729,313,Sitting
418,1/19/2018 17:01,1,96,7,Sitting
419,1/19/2018 17:02,0,0,0,Sitting
420,1/19/2018 17:03,0,0,0,Sitting
421,1/19/2018 17:04,4,66,19,Sitting
422,1/19/2018 17:05,0,31,0,Sitting
423,1/19/2018 17:06,12,24,8,Sitting
424,1/19/2018 17:07,0,0,0,Sitting
425,1/19/2018 17:08,190,760,259,Sitting
426,1/19/2018 17:09,0,0,3,Sitting
427,1/19/2018 17:10,0,10,9,Sitting
428,1/19/2018 17:11,0,0,0,Sitting
429,1/19/2018 17:12,0,0,0,Sitting
430,1/19/2018 17:13,17,50,41,Sitting
431,1/19/2018 17:14,53,137,61,Sitting
432,1/19/2018 17:15,0,34,21,Sitting
433,1/19/2018 17:16,0,46,0,Sitting
434,1/19/2018 17:17,0,27,0,Sitting
435,1/19/2018 17:18,0,27,0,Sitting
436,1/19/2018 17:19,132,734,346,Walking
437,1/19/2018 17:20,491,795,817,Walking
438,1/19/2018 17:21,769,1380,1293,Walking
439,1/19/2018 17:22,371,721,411,Walking
440,1/19/2018 17:23,411,884,558,Walking
441,1/19/2018 17:24,668,629,420,Walking
442,1/19/2018 17:25,3288,2145,1448,Walking
443,1/19/2018 17:26,415,409,473,Walking
444,1/19/2018 17:27,50,28,47,Walking
445,1/19/2018 17:28,0,20,0,Sitting
446,1/19/2018 17:29,0,0,0,Sitting
447,1/19/2018 17:30,35,7,1,Sitting
448,1/19/2018 17:31,16,36,1,Sitting
449,1/19/2018 17:32,189,4,14,Sitting
450,1/19/2018 17:33,0,29,37,Sitting
451,1/19/2018 17:34,0,11,10,Sitting
452,1/19/2018 17:35,0,0,0,Sitting
453,1/19/2018 17:36,0,0,0,Sitting
454,1/19/2018 17:37,0,0,0,Sitting
455,1/19/2018 17:38,4,13,37,Sitting
456,1/19/2018 17:39,10,0,0,Sitting
457,1/19/2018 17:40,34,44,51,Sitting
458,1/19/2018 17:41,34,3,25,Sitting
459,1/19/2018 17:42,128,225,159,Walking
460,1/19/2018 17:43,775,1098,1272,Walking
461,1/19/2018 17:44,424,995,737,Walking
462,1/19/2018 17:45,462,891,1095,Walking
463,1/19/2018 17:46,478,814,782,Walking
464,1/19/2018 17:47,298,833,565,Walking
465,1/19/2018 17:48,230,691,570,Walking
466,1/19/2018 17:49,46,102,246,Walking
467,1/19/2018 17:50,0,10,13,Sitting
468,1/19/2018 17:51,0,29,7,Sitting
469,1/19/2018 17:52,93,294,431,Walking
470,1/19/2018 17:53,125,462,586,Walking
471,1/19/2018 17:54,130,400,454,Walking
472,1/19/2018 17:55,77,454,527,Walking
473,1/19/2018 17:56,86,550,746,Walking
474,1/19/2018 17:57,371,685,652,Walking
475,1/19/2018 17:58,83,261,349,Walking
476,1/19/2018 17:59,37,190,364,Walking
477,1/19/2018 18:00,382,423,337,Walking
478,1/19/2018 18:01,172,512,158,Walking
479,1/19/2018 18:02,568,1355,964,Walking
480,1/19/2018 18:03,751,1317,1486,Walking
481,1/19/2018 18:04,249,843,1220,Walking
482,1/19/2018 18:05,23,97,240,Walking
483,1/19/2018 18:06,0,0,0,Sitting
484,1/19/2018 18:07,252,303,209,Walking
485,1/19/2018 18:08,121,546,530,Walking
486,1/19/2018 18:09,94,381,418,Walking
487,1/19/2018 18:10,151,314,316,Walking
488,1/19/2018 18:11,94,195,212,Walking
489,1/19/2018 18:12,102,449,337,Walking
490,1/19/2018 18:13,1060,1105,1235,Walking
491,1/19/2018 18:14,300,471,443,Walking
492,1/19/2018 18:15,135,505,970,Walking
493,1/19/2018 18:16,354,681,802,Walking
494,1/19/2018 18:17,297,262,342,Walking
495,1/19/2018 18:18,85,182,151,Walking
496,1/19/2018 18:19,462,847,1188,Walking
497,1/19/2018 18:20,41,135,310,Walking
498,1/19/2018 18:21,45,214,328,Walking
499,1/19/2018 18:22,240,642,872,Walking
500,1/19/2018 18:23,225,490,775,Walking
501,1/19/2018 18:24,279,939,985,Walking
502,1/19/2018 18:25,989,1895,1659,Walking
503,1/19/2018 18:26,0,2,0,Sitting
504,1/19/2018 18:27,23,438,40,Sitting
505,1/19/2018 18:28,0,73,0,Sitting
506,1/19/2018 18:29,0,10,0,Sitting
507,1/19/2018 18:30,9,106,31,Sitting
508,1/19/2018 18:31,0,0,0,Sitting
509,1/19/2018 18:32,0,0,0,Sitting
510,1/19/2018 18:33,8,121,12,Sitting
511,1/19/2018 18:34,5,143,4,Sitting
512,1/19/2018 18:35,0,105,0,Sitting
513,1/19/2018 18:36,0,4,0,Sitting
514,1/19/2018 18:37,0,185,0,Sitting
515,1/19/2018 18:38,1,210,0,Sitting
516,1/19/2018 18:39,0,116,10,Sitting
517,1/19/2018 18:40,0,5,0,Sitting
518,1/19/2018 18:41,38,128,19,Sitting
519,1/19/2018 18:42,0,15,0,Sitting
520,1/19/2018 18:43,0,44,0,Sitting
521,1/19/2018 18:44,0,38,3,Sitting
522,1/19/2018 18:45,0,13,0,Sitting
523,1/19/2018 18:46,0,41,0,Sitting
524,1/19/2018 18:47,0,0,0,Sitting
525,1/19/2018 18:48,0,55,0,Sitting
526,1/19/2018 18:49,731,846,631,Walking
527,1/19/2018 18:50,265,450,236,Walking
528,1/19/2018 18:51,0,103,0,Sitting
529,1/19/2018 18:52,0,52,0,Sitting
530,1/19/2018 18:53,0,135,0,Sitting
531,1/19/2018 18:54,0,101,0,Sitting
532,1/19/2018 18:55,0,3,0,Sitting
533,1/19/2018 18:56,0,52,0,Sitting
534,1/19/2018 18:57,0,95,0,Sitting
535,1/19/2018 18:58,260,728,608,Walking
536,1/19/2018 18:59,89,575,323,Walking
537,1/19/2018 19:00,23,276,264,Walking
538,1/19/2018 19:01,143,509,623,Walking
539,1/19/2018 19:02,956,1167,845,Walking
540,1/19/2018 19:03,765,1033,765,Walking
541,1/19/2018 19:04,111,487,281,Walking
542,1/19/2018 19:05,101,335,292,Walking
543,1/19/2018 19:06,71,380,390,Walking
544,1/19/2018 19:07,213,555,474,Walking
545,1/19/2018 19:08,100,476,381,Walking
546,1/19/2018 19:09,0,9,4,Walking
547,1/19/2018 19:10,30,118,203,Walking
548,1/19/2018 19:11,93,286,402,Walking
549,1/19/2018 19:12,11,101,190,Walking
550,1/19/2018 19:13,1187,1580,1583,Walking
551,1/19/2018 19:14,1190,1423,1686,Walking
552,1/19/2018 19:15,909,1104,1432,Walking
553,1/19/2018 19:16,106,310,641,Walking
554,1/19/2018 19:17,398,824,870,Walking
555,1/19/2018 19:18,0,22,71,Sitting
556,1/19/2018 19:19,0,9,13,Sitting
557,1/19/2018 19:20,0,32,42,Sitting
558,1/19/2018 19:21,0,20,4,Sitting
559,1/19/2018 19:22,0,95,4,Sitting
560,1/19/2018 19:23,337,850,472,Walking
561,1/19/2018 19:24,0,0,0,Sitting
562,1/19/2018 19:25,30,6,0,Sitting
563,1/19/2018 19:26,27,0,0,Sitting
564,1/19/2018 19:27,0,0,0,Sitting
565,1/19/2018 19:28,0,0,0,Sitting
566,1/19/2018 19:29,17,0,0,Sitting
567,1/19/2018 19:30,0,0,0,Sitting
568,1/19/2018 19:31,0,0,0,Sitting
569,1/19/2018 19:32,0,0,0,Sitting
570,1/19/2018 19:33,0,0,0,Sitting
571,1/19/2018 19:34,0,0,0,Sitting
572,1/19/2018 19:35,0,0,0,Sitting
573,1/19/2018 19:36,43,0,0,Sitting
574,1/19/2018 19:37,0,0,0,Sitting
575,1/19/2018 19:38,0,0,0,Sitting
576,1/19/2018 19:39,276,685,262,Walking
577,1/19/2018 19:40,0,0,0,Sitting
578,1/19/2018 19:41,0,0,0,Sitting
579,1/19/2018 19:42,0,0,0,Sitting
580,1/19/2018 19:43,68,274,0,Walking
581,1/19/2018 19:44,758,1163,918,Walking
582,1/19/2018 19:45,0,0,0,Sitting
583,1/19/2018 19:46,0,0,0,Sitting
584,1/19/2018 19:47,0,0,0,Sitting
585,1/19/2018 19:48,0,0,0,Sitting
